English,MappedZhcn,SourceZhcn,VanillaZhcn,IascusZhcn,ProcrastinatorZhcn,DiffZhcn,DiffZhtw,MappedZhtw,SourceZhtw,VanillaZhtw,IascusZhtw,ProcrastinatorZhtw,SkillKey
Reassuring words prevent soldiers from wavering on a chaotic battlefield.,安慰之言以防士卒于乱战中摇摆不定。,MappedByPattern,,安慰之言以防士卒于乱战中摇摆不定。,临危不惧，从容自若，真乃将才也！,True,True,安慰之言以防士卒于乱战中摇摆不定。,MappedByPattern,,安慰之言以防士卒于乱战中摇摆不定。,臨危不懼，從容自若，真乃將才也！,hv_skill_ability_calm_down_authority_description
Burning Soul,炎魂,MappedByPattern,炎魂,炎魂,热血,True,True,燃燒元神,MappedByPattern,燃燒元神,燃燒元神,熱血,hv_skill_ability_burning_resolve_name
The light that burns twice as bright burns half as long.,火势越猛，持烧之时越短。,MappedByPattern,,火势越猛，持烧之时越短。,怒火中烧，浴血奋战。,True,True,火勢越猛，持燒之時越短。,MappedByPattern,,火勢越猛，持燒之時越短。,怒火中燒，浴血奮戰。,hv_skill_ability_burning_resolve_description
Burning Soul,炎魂,MappedByPattern,炎魂,炎魂,热血,True,True,燃燒元神,MappedByPattern,燃燒元神,燃燒元神,熱血,hv_skill_ability_burning_instinct_name
The light that burns twice as bright burns half as long.,火势越猛，持烧之时越短。,MappedByPattern,,火势越猛，持烧之时越短。,怒火中烧，浴血奋战。,True,True,火勢越猛，持燒之時越短。,MappedByPattern,,火勢越猛，持燒之時越短。,怒火中燒，浴血奮戰。,hv_skill_ability_burning_instinct_description
Brawl,熊罴,MappedByPattern,,殴打,熊罴,False,True,毆打,MappedByPattern,,毆打,熊羆,hv_skill_ability_brawl_instinct_name
Send your warriors into the thick of battle and watch as they fight even more fiercely.,将你的勇士们送入战场，看着他们更加激烈的战斗。,MappedByPattern,,将你的勇士们送入战场，看着他们更加激烈的战斗。,奋不顾身，得失难记。,True,True,将你的勇士们送入战场，看着他们更加激烈的战斗。,MappedByPattern,,将你的勇士们送入战场，看着他们更加激烈的战斗。,奮不顧身，得失難記。,hv_skill_ability_brawl_instinct_description
Brawl,熊罴,MappedByPattern,,殴打,熊罴,False,True,毆打,MappedByPattern,,毆打,熊羆,hv_skill_ability_brawl_authority_name
Send your warriors into the thick of battle and watch as they fight even more fiercely.,将你的勇士们送入战场，看着他们更加激烈的战斗。,MappedByPattern,,将你的勇士们送入战场，看着他们更加激烈的战斗。,奋不顾身，得失难记。,True,True,将你的勇士们送入战场，看着他们更加激烈的战斗。,MappedByPattern,,将你的勇士们送入战场，看着他们更加激烈的战斗。,奮不顧身，得失難記。,hv_skill_ability_brawl_authority_description
Bloody Fury,血怒,Vanilla,血怒,血怒,血怒,False,True,鮮血之怒,Vanilla,鮮血之怒,鮮血之怒,血怒,hv_skill_ability_blood_fury_instinct_name
"As Sun Ce's strength rises, his grip on rationality weakens…",孙策虽愈战愈勇，但肆意猛虎愈无慎行...,Vanilla,孙策虽愈战愈勇，但肆意猛虎愈无慎行...,孙策虽愈战愈勇，但肆意猛虎愈无慎行...,孙策虽愈战愈勇，但肆意猛虎愈无慎行...,False,True,孫策戰力漸增，卻也愈加感情用事…,Vanilla,孫策戰力漸增，卻也愈加感情用事…,孫策戰力漸增，卻也愈加感情用事…,孫策雖愈戰愈勇，但肆意猛虎愈無慎行...,hv_skill_ability_blood_fury_instinct_description
Sinister Strike,影袭,MappedByPattern,,险恶一击,霆击,True,True,險惡一擊,MappedByPattern,,險惡一擊,霆擊,hv_skill_ability_bleed_resolve_name
There's something about this strike that just feels off.,这种攻击似乎阴险歹毒。,MappedByPattern,,这种攻击让人觉得不太对劲。,竭尽全力，致命一击。,True,True,這種攻擊似乎陰險歹毒。,MappedByPattern,,這種攻擊讓人覺得不太對勁。,竭盡全力，致命一擊。,hv_skill_ability_bleed_resolve_description
Sinister Strike,影袭,MappedByPattern,,险恶一击,霆击,True,True,險惡一擊,MappedByPattern,,險惡一擊,霆擊,hv_skill_ability_bleed_expertise_name
There's something about this strike that just feels off.,这种攻击似乎阴险歹毒。,MappedByPattern,,这种攻击让人觉得不太对劲。,竭尽全力，致命一击。,True,True,這種攻擊似乎陰險歹毒。,MappedByPattern,,這種攻擊讓人覺得不太對勁。,竭盡全力，致命一擊。,hv_skill_ability_bleed_expertise_description
Blazing Saddles,绝尘,Vanilla,绝尘,绝尘,绝尘,False,True,炙熱馬鞍,Vanilla,炙熱馬鞍,炙熱馬鞍,絕塵,hv_skill_ability_blazing_saddles_instinct_name
"A charge of great power, draining Xiahou Yuan's focus.",强大力量的冲击，会消耗夏侯渊的注意力,Vanilla,强大力量的冲击，会消耗夏侯渊的注意力,强大力量的冲击，会消耗夏侯渊的注意力,强大力量的冲击，会消耗夏侯渊的注意力,False,True,發動強力的衝鋒，使夏侯淵耗盡專注力。,Vanilla,發動強力的衝鋒，使夏侯淵耗盡專注力。,發動強力的衝鋒，使夏侯淵耗盡專注力。,強大力量的衝擊，會消耗夏侯淵的注意力,hv_skill_ability_blazing_saddles_instinct_description
Blazing Roar,怒吼,Vanilla,怒吼,怒吼,怒吼,False,True,燃燒之吼,Vanilla,燃燒之吼,燃燒之吼,怒吼,hv_skill_ability_blazing_roar_instinct_name
Zhang Fei's burly howl can rout an entire regiment!,张飞仰天怒吼，敌军士气溃散！,Vanilla,张飞仰天怒吼，敌军士气溃散！,张飞仰天怒吼，敌军士气溃散！,张飞仰天怒吼，敌军士气溃散！,False,True,張飛仰天長嘯，使敵軍士氣潰散！,Vanilla,張飛仰天長嘯，使敵軍士氣潰散！,張飛仰天長嘯，使敵軍士氣潰散！,張飛仰天怒吼，敵軍士氣潰散！,hv_skill_ability_blazing_roar_instinct_description
Blade Mastery,盖世,MappedByPattern,,剑术大师,舞爪,True,False,舞爪,MappedByPattern,,劍術大師,舞爪,hv_skill_ability_blade_mastery_resolve_name
No one dares to challenge this warrior's skill with the blade.,此人武功盖世，无能出其右者。,MappedByPattern,,其剑术无能出其右者。,此人武功盖世，无能出其右者。,False,False,此人武功蓋世，無能出其右者。,MappedByPattern,,其劍術無能出其右者。,此人武功蓋世，無能出其右者。,hv_skill_ability_blade_mastery_resolve_description
Blade Mastery,盖世,MappedByPattern,,剑术大师,盖世,False,True,舞爪,MappedByPattern,,劍術大師,蓋世,hv_skill_ability_blade_mastery_expertise_name
No one dares to challenge this warrior's skill with the blade.,此人武功盖世，无能出其右者。,MappedByPattern,,其剑术无能出其右者。,此人武功盖世，无能出其右者。,False,False,此人武功蓋世，無能出其右者。,MappedByPattern,,其劍術無能出其右者。,此人武功蓋世，無能出其右者。,hv_skill_ability_blade_mastery_expertise_description
Blade Breaker,断刃,Vanilla,断刃,断刃,断刃,False,True,堅甲破刃,Vanilla,堅甲破刃,堅甲破刃,斷刃,hv_skill_ability_blade_breaker_instinct_name
The tyrant laughs as blades glance harmlessly off his armour.,望着刀刃徒劳地划过铠甲，暴君不禁朗声大笑,Vanilla,望着刀刃徒劳地划过铠甲，暴君不禁朗声大笑,望着刀刃徒劳地划过铠甲，暴君不禁朗声大笑,望着刀刃徒劳地划过铠甲，暴君不禁朗声大笑,False,True,暴君眼見刀刃碰上其護甲瞬被彈開，無法損及分毫，猖狂大笑。,Vanilla,暴君眼見刀刃碰上其護甲瞬被彈開，無法損及分毫，猖狂大笑。,暴君眼見刀刃碰上其護甲瞬被彈開，無法損及分毫，猖狂大笑。,望着刀刃徒勞地劃過鎧甲，暴君不禁朗聲大笑,hv_skill_ability_blade_breaker_instinct_description
Binding Fury,聚怒,Vanilla,聚怒,聚怒,聚怒,False,True,怒不可抑,Vanilla,怒不可抑,怒不可抑,聚怒,hv_skill_ability_binding_fury_scholar_name
The strength of the forest brought to bear against a single foe.,聚山林盛怒，以对抗一人,Vanilla,聚山林盛怒，以对抗一人,聚山林盛怒，以对抗一人,聚山林盛怒，以对抗一人。,True,True,集結全森林之力對付一個敵人。,Vanilla,集結全森林之力對付一個敵人。,集結全森林之力對付一個敵人。,聚山林盛怒，以對抗一人。,hv_skill_ability_binding_fury_scholar_description
Binding Fury,聚怒,Vanilla,聚怒,聚怒,聚怒,False,True,怒不可抑,Vanilla,怒不可抑,怒不可抑,聚怒,hv_skill_ability_binding_fury_resolve_name
The strength of the forest brought to bear against a single foe.,聚山林盛怒，以对抗一人,Vanilla,聚山林盛怒，以对抗一人,聚山林盛怒，以对抗一人,聚山林盛怒，以对抗一人。,True,True,集結全森林之力對付一個敵人。,Vanilla,集結全森林之力對付一個敵人。,集結全森林之力對付一個敵人。,聚山林盛怒，以對抗一人。,hv_skill_ability_binding_fury_resolve_description
Binding Fury,聚怒,Vanilla,聚怒,聚怒,聚怒,False,True,怒不可抑,Vanilla,怒不可抑,怒不可抑,聚怒,hv_skill_ability_binding_fury_instinct_name
The strength of the forest brought to bear against a single foe.,聚山林盛怒，以对抗一人,Vanilla,聚山林盛怒，以对抗一人,聚山林盛怒，以对抗一人,聚山林盛怒，以对抗一人。,True,True,集結全森林之力對付一個敵人。,Vanilla,集結全森林之力對付一個敵人。,集結全森林之力對付一個敵人。,聚山林盛怒，以對抗一人。,hv_skill_ability_binding_fury_instinct_description
Assemble,齐心,MappedByPattern,,,,True,True,集結,MappedByPattern,,,,hv_skill_ability_assemble_veteran_name
Soldiers gather under the banner of this hero.,军士聚于此英雄之旗下。,MappedByPattern,,,,True,True,军士聚于此英雄之旗下。,MappedByPattern,,,,hv_skill_ability_assemble_veteran_description
Assemble,齐心,MappedByPattern,,集结,齐心,False,True,集結,MappedByPattern,,集結,齊心,hv_skill_ability_assemble_scholar_name
Soldiers gather under the banner of this hero.,军士聚于此英雄之旗下。,MappedByPattern,,军士聚于此英雄之旗下。,英雄大志者必能凝聚人心。,True,True,军士聚于此英雄之旗下。,MappedByPattern,,军士聚于此英雄之旗下。,英雄大志者必能凝聚人心。,hv_skill_ability_assemble_scholar_description
Assemble,齐心,MappedByPattern,,集结,齐心,False,True,集結,MappedByPattern,,集結,齊心,hv_skill_ability_assemble_resolve_name
Soldiers gather under the banner of this hero.,军士聚于此英雄之旗下。,MappedByPattern,,军士聚于此英雄之旗下。,英雄大志者必能凝聚人心。,True,True,军士聚于此英雄之旗下。,MappedByPattern,,军士聚于此英雄之旗下。,英雄大志者必能凝聚人心。,hv_skill_ability_assemble_resolve_description
Assemble,齐心,MappedByPattern,,集结,齐心,False,True,集結,MappedByPattern,,集結,齊心,hv_skill_ability_assemble_instinct_name
Soldiers gather under the banner of this hero.,军士聚于此英雄之旗下。,MappedByPattern,,军士聚于此英雄之旗下。,英雄大志者必能凝聚人心。,True,True,军士聚于此英雄之旗下。,MappedByPattern,,军士聚于此英雄之旗下。,英雄大志者必能凝聚人心。,hv_skill_ability_assemble_instinct_description
Assemble,齐心,MappedByPattern,,集结,齐心,False,True,集結,MappedByPattern,,集結,齊心,hv_skill_ability_assemble_expertise_name
Soldiers gather under the banner of this hero.,军士聚于此英雄之旗下。,MappedByPattern,,军士聚于此英雄之旗下。,英雄大志者必能凝聚人心。,True,True,军士聚于此英雄之旗下。,MappedByPattern,,军士聚于此英雄之旗下。,英雄大志者必能凝聚人心。,hv_skill_ability_assemble_expertise_description
Assemble,齐心,MappedByPattern,,集结,齐心,False,True,集結,MappedByPattern,,集結,齊心,hv_skill_ability_assemble_authority_name
Soldiers gather under the banner of this hero.,军士聚于此英雄之旗下。,MappedByPattern,,军士聚于此英雄之旗下。,英雄大志者必能凝聚人心。,True,True,军士聚于此英雄之旗下。,MappedByPattern,,军士聚于此英雄之旗下。,英雄大志者必能凝聚人心。,hv_skill_ability_assemble_authority_description
Anti-Cavalry Tactics,反制,MappedByPattern,,,,True,True,反騎兵戰術,MappedByPattern,,,,hv_skill_ability_anti_cavalry_veteran_name
Organise your troops into a solid wall to deter horses. It's a simple but effective tactic.,将士兵组成人墙来抵御马匹。此战术简单有效。,MappedByPattern,,,,True,True,將士兵組成人墻來抵禦馬匹。此戰術簡單有效。,MappedByPattern,,,,hv_skill_ability_anti_cavalry_veteran_description
Anti-Cavalry Tactics,反制,MappedByPattern,,反骑兵战术,反制,False,True,反騎兵戰術,MappedByPattern,,反騎兵戰術,反制,hv_skill_ability_anti_cavalry_resolve_name
Organise your troops into a solid wall to deter horses. It's a simple but effective tactic.,将士兵组成人墙来抵御马匹。此战术简单有效。,MappedByPattern,,将士兵组成人墙来抵御马匹。此战术简单有效。,以其人之道，还治其人之身。,True,True,將士兵組成人墻來抵禦馬匹。此戰術簡單有效。,MappedByPattern,,將士兵組成人墻來抵禦馬匹。此戰術簡單有效。,以其人之道，還治其人之身。,hv_skill_ability_anti_cavalry_resolve_description
Anti-Cavalry Tactics,反制,MappedByPattern,,反骑兵战术,反制,False,True,反騎兵戰術,MappedByPattern,,反騎兵戰術,反制,hv_skill_ability_anti_cavalry_cunning_name
Organise your troops into a solid wall to deter horses. It's a simple but effective tactic.,将士兵组成人墙来抵御马匹。此战术简单有效。,MappedByPattern,,将士兵组成人墙来抵御马匹。此战术简单有效。,以其人之道，还治其人之身。,True,True,將士兵組成人墻來抵禦馬匹。此戰術簡單有效。,MappedByPattern,,將士兵組成人墻來抵禦馬匹。此戰術簡單有效。,以其人之道，還治其人之身。,hv_skill_ability_anti_cavalry_cunning_description
Anti-Cavalry Tactics,反制,MappedByPattern,,反骑兵战术,反制,False,True,反騎兵戰術,MappedByPattern,,反騎兵戰術,反制,hv_skill_ability_anti_cavalry_authority_name
Organise your troops into a solid wall to deter horses. It's a simple but effective tactic.,将士兵组成人墙来抵御马匹。此战术简单有效。,MappedByPattern,,将士兵组成人墙来抵御马匹。此战术简单有效。,以其人之道，还治其人之身。,True,True,將士兵組成人墻來抵禦馬匹。此戰術簡單有效。,MappedByPattern,,將士兵組成人墻來抵禦馬匹。此戰術簡單有效。,以其人之道，還治其人之身。,hv_skill_ability_anti_cavalry_authority_description
Analyse Weakness,看破,Vanilla,看破,看破,看破,False,True,分析弱點,Vanilla,分析弱點,分析弱點,看破,hv_skill_ability_analyse_weakness_cunning_name
