English,MappedZhcn,SourceZhcn,VanillaZhcn,IascusZhcn,ProcrastinatorZhcn,PikaManZhcn,DiffZhcn,MappedZhtw,SourceZhtw,VanillaZhtw,IascusZhtw,ProcrastinatorZhtw,PikaManZhtw,DiffZhtw,SkillKey
Lü Bu's furious gaze causes all to cower!,吕布的狂怒凝视，足以让所有人都畏缩不前！,Vanilla,吕布的狂怒凝视，足以让所有人都畏缩不前！,吕布的狂怒凝视，足以让所有人都畏缩不前！,吕布的狂怒凝视，足以让所有人都畏缩不前！,,False,呂布怒目一瞪，眾兵卒無不驚懼畏怯！,Vanilla,呂布怒目一瞪，眾兵卒無不驚懼畏怯！,呂布怒目一瞪，眾兵卒無不驚懼畏怯！,呂布的狂怒凝視，足以讓所有人都畏縮不前！,,True,hv_skill_ability_the_dragon_s_gaze_instinct_description
Tenacity of Steel,刚韧,Vanilla,刚韧,刚韧,刚韧,刚韧,False,堅韌如鋼,Vanilla,堅韌如鋼,堅韌如鋼,剛韌,堅韌如鋼,True,hv_skill_ability_tenacity_of_steel_resolve_name
"The longer this warrior fights, the stronger they become!",战之愈久，愈游刃有余！,Vanilla,战之愈久，愈游刃有余！,战之愈久，愈游刃有余！,战之愈久，愈游刃有余！,此人战斗得越久，就越强大！,False,這名戰士越戰越勇！,Vanilla,這名戰士越戰越勇！,這名戰士越戰越勇！,戰之愈久，愈遊刃有餘！,這名戰士越戰越勇！,True,hv_skill_ability_tenacity_of_steel_resolve_description
Tenacity of Steel,刚韧,Vanilla,刚韧,刚韧,刚韧,,False,堅韌如鋼,Vanilla,堅韌如鋼,堅韌如鋼,剛韌,,True,hv_skill_ability_tenacity_of_steel_expertise_name
"The longer this warrior fights, the stronger they become!",战之愈久，愈游刃有余！,Vanilla,战之愈久，愈游刃有余！,战之愈久，愈游刃有余！,战之愈久，愈游刃有余！,,False,這名戰士越戰越勇！,Vanilla,這名戰士越戰越勇！,這名戰士越戰越勇！,戰之愈久，愈遊刃有餘！,,True,hv_skill_ability_tenacity_of_steel_expertise_description
Tempered Deflection,固守,Vanilla,固守,固守,固守,,False,鍛甲禦矢,Vanilla,鍛甲禦矢,鍛甲禦矢,固守,,True,hv_skill_ability_tempered_deflection_resolve_name
"With calm, steely resolve, attacks are better deflected.",铁意石心，抵御万物,Vanilla,铁意石心，抵御万物,铁意石心，抵御万物,铁意石心，抵御万物。,,True,如鋼鐵般冷靜堅毅，就更能擋開攻勢。,Vanilla,如鋼鐵般冷靜堅毅，就更能擋開攻勢。,如鋼鐵般冷靜堅毅，就更能擋開攻勢。,鐵意石心，抵禦萬物。,,True,hv_skill_ability_tempered_deflection_resolve_description
Tempered Deflection,固守,Vanilla,固守,固守,固守,,False,鍛甲禦矢,Vanilla,鍛甲禦矢,鍛甲禦矢,固守,,True,hv_skill_ability_tempered_deflection_expertise_name
"With calm, steely resolve, attacks are better deflected.",铁意石心，抵御万物,Vanilla,铁意石心，抵御万物,铁意石心，抵御万物,铁意石心，抵御万物。,,True,如鋼鐵般冷靜堅毅，就更能擋開攻勢。,Vanilla,如鋼鐵般冷靜堅毅，就更能擋開攻勢。,如鋼鐵般冷靜堅毅，就更能擋開攻勢。,鐵意石心，抵禦萬物。,,True,hv_skill_ability_tempered_deflection_expertise_description
Swift Steps,运步如飞,Vanilla,运步如飞,运步如飞,运步,,True,靈動步伐,Vanilla,靈動步伐,靈動步伐,運步,,True,hv_skill_ability_swift_steps_expertise_name
One foot in front of the other in rapid succession – this is the key to swiftness.,以极快的速度迈步，这便是行动迅速的诀窍。,Vanilla,以极快的速度迈步，这便是行动迅速的诀窍。,以极快的速度迈步，这便是行动迅速的诀窍。,以极快的速度迈步，这便是行动迅速的诀窍。,,False,雙腳連續快速交互向前，這就是迅敏的關鍵。,Vanilla,雙腳連續快速交互向前，這就是迅敏的關鍵。,雙腳連續快速交互向前，這就是迅敏的關鍵。,以極快的速度邁步，這便是行動迅速的訣竅。,,True,hv_skill_ability_swift_steps_expertise_description
Swift Steps,运步如飞,Vanilla,运步如飞,运步如飞,运步,,True,靈動步伐,Vanilla,靈動步伐,靈動步伐,運步,,True,hv_skill_ability_swift_steps_cunning_name
One foot in front of the other in rapid succession – this is the key to swiftness.,以极快的速度迈步，这便是行动迅速的诀窍。,Vanilla,以极快的速度迈步，这便是行动迅速的诀窍。,以极快的速度迈步，这便是行动迅速的诀窍。,以极快的速度迈步，这便是行动迅速的诀窍。,,False,雙腳連續快速交互向前，這就是迅敏的關鍵。,Vanilla,雙腳連續快速交互向前，這就是迅敏的關鍵。,雙腳連續快速交互向前，這就是迅敏的關鍵。,以極快的速度邁步，這便是行動迅速的訣竅。,,True,hv_skill_ability_swift_steps_cunning_description
Swift Fingers,妙手,Vanilla,妙手,,,,True,十指靈巧,Vanilla,十指靈巧,,,,True,hv_skill_ability_swift_fingers_instinct_name
"Recalling their training, these generals reload with startling quickness.",三军需依训练妙法，弯弓搭箭迅如脱兔,Vanilla,三军需依训练妙法，弯弓搭箭迅如脱兔,,,,True,這些將領回想起自己受過的訓練，以令人刮目相看的飛速裝填矢石。,Vanilla,這些將領回想起自己受過的訓練，以令人刮目相看的飛速裝填矢石。,,,,True,hv_skill_ability_swift_fingers_instinct_description
Swift Fingers,妙手,Vanilla,妙手,妙手,妙手,,False,十指靈巧,Vanilla,十指靈巧,十指靈巧,妙手,,True,hv_skill_ability_swift_fingers_expertise_name
"Recalling their training, these generals reload with startling quickness.",三军需依训练妙法，弯弓搭箭迅如脱兔,Vanilla,三军需依训练妙法，弯弓搭箭迅如脱兔,三军需依训练妙法，弯弓搭箭迅如脱兔,三军需依训练妙法，弯弓搭箭迅如脱兔。,,True,這些將領回想起自己受過的訓練，以令人刮目相看的飛速裝填矢石。,Vanilla,這些將領回想起自己受過的訓練，以令人刮目相看的飛速裝填矢石。,這些將領回想起自己受過的訓練，以令人刮目相看的飛速裝填矢石。,三軍需依訓練妙法，彎弓搭箭迅如脫兔。,,True,hv_skill_ability_swift_fingers_expertise_description
Sundering Strike,裂斩,Vanilla,裂斩,裂斩,裂斩,,False,開山劈石,Vanilla,開山劈石,開山劈石,裂斬,,True,hv_skill_ability_sundering_strike_instinct_name
"With a mighty cleave, Zhang Fei rends his foes' defences.",张飞奋力一击，敌军防御土崩瓦解,Vanilla,张飞奋力一击，敌军防御土崩瓦解,张飞奋力一击，敌军防御土崩瓦解,张飞奋力一击，敌军防御土崩瓦解,,False,張飛強力劈擊，撕裂敵人的防線。,Vanilla,張飛強力劈擊，撕裂敵人的防線。,張飛強力劈擊，撕裂敵人的防線。,張飛奮力一擊，敵軍防禦土崩瓦解,,True,hv_skill_ability_sundering_strike_instinct_description
Stength of the Land,地力,Vanilla,地力,地力,地动,深地,True,大地之力,Vanilla,大地之力,大地之力,地動,深化地方,True,hv_skill_ability_strength_of_the_land_name
"The land is not just the earth, but the forests and mountains, and all the hidden, ancient places.",千林万山皆地也，上古遗宫莫不如是,Vanilla,千林万山皆地也，上古遗宫莫不如是,千林万山皆地也，上古遗宫莫不如是,千林万山皆地也，上古遗宫莫不如是。,土地非土，有林有山，隐处，有上古地。,True,大地並非只有土，還有上面的森林與山脈，以及各種神秘的古老地點。,Vanilla,大地並非只有土，還有上面的森林與山脈，以及各種神秘的古老地點。,大地並非只有土，還有上面的森林與山脈，以及各種神秘的古老地點。,千林萬山皆地也，上古遺宮莫不如是。,土地不只是土，亦有森林和山脈，與隱蔽的，上古之地。,True,hv_skill_ability_strength_of_the_land_description
A Storm of Swords,舞爪,MappedByPattern,,剑刃风暴,舞爪,,False,劍刃風暴,MappedByPattern,,劍刃風暴,舞爪,,True,hv_skill_ability_storm_of_swords_instinct_name
A clash is inevitable.,冲突无法避免。,MappedByPattern,,冲突无法避免。,冲突无法避免。,,False,衝突無法避免。,MappedByPattern,,衝突無法避免。,衝突無法避免。,,False,hv_skill_ability_storm_of_swords_instinct_description
A Storm of Swords,舞爪,MappedByPattern,,剑刃风暴,舞爪,剑风暴,False,劍刃風暴,MappedByPattern,,劍刃風暴,舞爪,劍風暴,True,hv_skill_ability_storm_of_swords_expertise_name
A clash is inevitable.,冲突无法避免。,MappedByPattern,,冲突无法避免。,冲突无法避免。,这是场冲突。,False,衝突無法避免。,MappedByPattern,,衝突無法避免。,衝突無法避免。,這是場衝突。,False,hv_skill_ability_storm_of_swords_expertise_description
A Storm of Swords,舞爪,MappedByPattern,,剑刃风暴,舞爪,,False,劍刃風暴,MappedByPattern,,劍刃風暴,舞爪,,True,hv_skill_ability_storm_of_swords_authority_name
A clash is inevitable.,冲突无法避免。,MappedByPattern,,冲突无法避免。,冲突无法避免。,,False,衝突無法避免。,MappedByPattern,,衝突無法避免。,衝突無法避免。,,False,hv_skill_ability_storm_of_swords_authority_description
Stone Bulwark,磐石,Vanilla,磐石,磐石,磐石,,False,堅若磐石,Vanilla,堅若磐石,堅若磐石,磐石,,True,hv_skill_ability_stone_bulwark_cunning_name
"With skin of earth, arrows rebound, harmless.",凭地利，如披坚甲，箭若无物,MappedByPattern,凭地利，如披坚甲，箭若无物,凭地利，如披坚甲，箭若无物,凭地利，如披坚甲，箭若无物。,,True,皮若堅石，箭矢觸及皆反彈無傷。,MappedByPattern,皮若堅石，箭矢觸及皆反彈無傷。,皮若堅石，箭矢觸及皆反彈無傷。,憑地利，如披堅甲，箭若無物。,,True,hv_skill_ability_stone_bulwark_cunning_description
Stone Bulwark,磐石,Vanilla,磐石,磐石,磐石,,False,堅若磐石,Vanilla,堅若磐石,堅若磐石,磐石,,True,hv_skill_ability_stone_bulwark_authority_name
"With skin of earth, arrows rebound, harmless.",凭地利，如披坚甲，箭若无物,MappedByPattern,凭地利，如披坚甲，箭若无物,凭地利，如披坚甲，箭若无物,凭地利，如披坚甲，箭若无物。,,True,皮若堅石，箭矢觸及皆反彈無傷。,MappedByPattern,皮若堅石，箭矢觸及皆反彈無傷。,皮若堅石，箭矢觸及皆反彈無傷。,憑地利，如披堅甲，箭若無物。,,True,hv_skill_ability_stone_bulwark_authority_description
Stalwart Defender,坚防,Vanilla,坚防,坚防,坚防,,False,步步為營,Vanilla,步步為營,步步為營,堅防,,True,hv_skill_ability_stalwart_defender_resolve_name
"Born to hold the line, This warrior shrugs off attacks as if they were nothing!",此人是天生的护卫将才，所有攻击对他来说都不痛不痒！,MappedByText,,此人是天生的护卫将才，所有攻击对他来说都不痛不痒！,此人真乃守御惊世之才，敌众猛攻视若无物！,,True,此人是天生的護衛將才，所有攻擊對他來說都不痛不癢！,MappedByText,,此人是天生的護衛將才，所有攻擊對他來說都不痛不癢！,此人真乃守禦驚世之才，敵衆猛攻視若無物！,,True,hv_skill_ability_stalwart_defender_resolve_description
Stalwart Defender,坚防,Vanilla,坚防,坚防,坚防,,False,步步為營,Vanilla,步步為營,步步為營,堅防,,True,hv_skill_ability_stalwart_defender_expertise_name
"Born to hold the line, This warrior shrugs off attacks as if they were nothing!",此人是天生的护卫将才，所有攻击对他来说都不痛不痒！,MappedByText,,此人是天生的护卫将才，所有攻击对他来说都不痛不痒！,此人真乃守御惊世之才，敌众猛攻视若无物！,,True,此人是天生的護衛將才，所有攻擊對他來說都不痛不癢！,MappedByText,,此人是天生的護衛將才，所有攻擊對他來說都不痛不癢！,此人真乃守禦驚世之才，敵衆猛攻視若無物！,,True,hv_skill_ability_stalwart_defender_expertise_description
Swallow,燕翔,MappedByPattern,,燕翔,燕翔,,False,燕翔,MappedByPattern,,燕翔,燕翔,,False,hv_skill_ability_sparrow_resolve_name
No one is faster than this one.,无人能快过飞燕的速度。,MappedByText,,无人能快过飞燕的速度。,飞燕之快，无人能及。,,True,無人能快過飛燕的速度。,MappedByText,,無人能快過飛燕的速度。,飛燕之快，無人能及。,,True,hv_skill_ability_sparrow_resolve_description
Smouldering Fury,愤懑,Vanilla,愤懑,愤懑,愤懑,,False,怒火中燒,Vanilla,怒火中燒,怒火中燒,憤懣,,True,hv_skill_ability_smouldering_fury_instinct_name
"The more he is opposed, the stronger Lü Bu becomes!",敌人越多，吕布就会越强大！,Vanilla,敌人越多，吕布就会越强大！,敌人越多，吕布就会越强大！,敌人越多，吕布就会越强大！,,False,呂布遭逢越多阻撓，就越是頑強！,Vanilla,呂布遭逢越多阻撓，就越是頑強！,呂布遭逢越多阻撓，就越是頑強！,敵人越多，呂布就會越強大！,,True,hv_skill_ability_smouldering_fury_instinct_description
Sight of the Dragon,龙睛,Vanilla,龙睛,龙睛,龙睛,,False,龍之慧眼,Vanilla,龍之慧眼,龍之慧眼,龍睛,,True,hv_skill_ability_sight_of_the_dragon_cunning_name
The enemy is located; the earth reveals them.,地理山川暴露敌众，敌众掩迹亦可追寻！,Vanilla,地理山川暴露敌众，敌众掩迹亦可追寻！,地理山川暴露敌众，敌众掩迹亦可追寻！,地理山川暴露敌众，敌众掩迹亦可追寻！,,False,敵軍現蹤影，大地顯蹤跡。,Vanilla,敵軍現蹤影，大地顯蹤跡。,敵軍現蹤影，大地顯蹤跡。,地理山川暴露敵衆，敵衆掩跡亦可追尋！,,True,hv_skill_ability_sight_of_the_dragon_cunning_description
Show of Force,耀武,Vanilla,耀武,耀武,耀武,,False,揚威挫銳,Vanilla,揚威挫銳,揚威挫銳,耀武,,True,hv_skill_ability_show_of_force_authority_name
Fire explosive bolts to demoralise hostile units.,扔掷爆裂弹来打击敌军士气。,MappedByText,,扔掷爆裂弹来打击敌军士气。,这一箭威力巨大，令人望而却步。,,True,扔擲爆裂彈來打擊敵軍士氣。,MappedByText,,扔擲爆裂彈來打擊敵軍士氣。,這一箭威力巨大，令人望而卻步。,,True,hv_skill_ability_show_of_force_authority_description
Scattering Blows,诛荡,Vanilla,诛荡,诛荡,诛荡,,False,潰散攻擊,Vanilla,潰散攻擊,潰散攻擊,誅蕩,,True,hv_skill_ability_scattering_blows_resolve_name
The attacks fall with such consistency that they are as a rain of strikes falling upon the foe.,迅猛而一致的攻击，如狂风暴雨般席卷敌军。,Vanilla,迅猛而一致的攻击，如狂风暴雨般席卷敌军。,迅猛而一致的攻击，如狂风暴雨般席卷敌军。,迅猛而一致的攻击，如狂风暴雨般席卷敌军。,,False,猶如驟雨般的連綿攻勢，一次次地衝擊對手。,Vanilla,猶如驟雨般的連綿攻勢，一次次地衝擊對手。,猶如驟雨般的連綿攻勢，一次次地衝擊對手。,迅猛而一致的攻擊，如狂風暴雨般席捲敵軍。,,True,hv_skill_ability_scattering_blows_resolve_description
Scattering Blows,诛荡,Vanilla,诛荡,诛荡,诛荡,,False,潰散攻擊,Vanilla,潰散攻擊,潰散攻擊,誅蕩,,True,hv_skill_ability_scattering_blows_instinct_name
The attacks fall with such consistency that they are as a rain of strikes falling upon the foe.,迅猛而一致的攻击，如狂风暴雨般席卷敌军。,Vanilla,迅猛而一致的攻击，如狂风暴雨般席卷敌军。,迅猛而一致的攻击，如狂风暴雨般席卷敌军。,迅猛而一致的攻击，如狂风暴雨般席卷敌军。,,False,猶如驟雨般的連綿攻勢，一次次地衝擊對手。,Vanilla,猶如驟雨般的連綿攻勢，一次次地衝擊對手。,猶如驟雨般的連綿攻勢，一次次地衝擊對手。,迅猛而一致的攻擊，如狂風暴雨般席捲敵軍。,,True,hv_skill_ability_scattering_blows_instinct_description
