Text,Count,MappedByText,MappedByPattern,File
"The Ji Guards of the Eight Talents stand as paragons of martial prowess within Liu Bao's domain, wielding the Ji with unmatched skill. Selected for their loyalty and combat mastery, these guards are tasked with the defense of Jing province, utilizing their polearms to form an impregnable line against any who dare challenge their lord's authority. Their training emphasizes not just the art of the Ji but the values of courage and fidelity, making them a formidable force on the battlefield.",1,八才戟衛是劉表屬下武技卓越的楷模，揮戟之技無人能及。只有忠誠且善戰者才能入選，這些衛兵的任務是保衛荊州，手持長戟，築成堅不可摧之防線，抵禦任何敢挑戰他們主公權威的人。他們的訓練不僅強調武藝，亦會培養忠勇的信念。這使他們在戰場上成為一支可怕的力量。,,hv_TEXT_unit_long_desc.loc.tsv
"The Jianan Elite Vigilante represents Beihai's mastery of mobile warfare, combining the lethal precision of crossbowmen with the agility of cavalry. This elite contingent is adept at harrying enemy lines, delivering swift strikes before evading retaliation. Their ease of use and effectiveness make them a formidable addition to Beihai's forces, capable of reinforcing the province's marksmen to dominate the battlefield from a distance. Their presence underscores Beihai's innovative approach to combat, blending speed and ranged lethality.",1,建安精銳巡守是北海的運動戰部隊，將弩手的致命精準與騎兵的敏捷相結合。這支精銳部隊擅長騷擾敵軍陣線，迅速發動打擊再後撤躲避反擊。他們靈活高效，是北海軍隊中的一支可怕力量，能夠援助該地的射手部隊，從遠處主導戰場。他們融合速度與遠程火力，突顯了北海在戰術上的創新。,,hv_TEXT_unit_long_desc.loc.tsv
"The Jianan Vigilante Crossbowmen of Beihai stand as bulwarks against aggression, their crossbows a testament to the ingenuity and martial acumen of the region. Their ability to aim with deadly efficiency, coupled with the penetrating power of their bolts, makes them indispensable in repelling assaults. When positioned strategically, their coordinated fire ensures that any advance is met with formidable resistance, underpinning Beihai's defensive capabilities with unwavering strength.",1,北海的建安巡守弩兵是抵禦侵略的堡壘，他們的弩弓來自於此地工匠的才華。他們能夠精確瞄準，使用穿透力強的弩箭，這使他們在敵人來襲之時不可或缺。如果布置得當，他們的齊射可以阻擋任何人的前進。北海防禦能力正是依賴這支堅定的力量。,,hv_TEXT_unit_long_desc.loc.tsv
"The Jianan Vigilante Hand-Ji Infantry serve as the protective arm of Beihai's military, their axes and shields forming a stout barrier around the province's esteemed archers and crossbowmen. These units, wielding the versatile Hand-Ji, are adapted to close combat, where they excel in disrupting enemy formations and safeguarding their fellow soldiers from melee attackers. Their presence on the battlefield reinforces Beihai's defensive posture, allowing the province to maintain its security and autonomy in the face of external pressures.",1,建安巡守手戟兵是北海軍隊的防禦力量，他們使用手戟和盾牌，在當地精良的弓箭手和弩手周圍形成堅固的防禦屏障。這些部隊使用靈活的手戟，擅長近身格鬥，在戰場上善於攪亂敵人的陣型，並保護戰友免受近戰攻擊。他們屬於北海的防禦體系，使該地能夠在外部壓力面前保持安全和自主。,,hv_TEXT_unit_long_desc.loc.tsv
"The Jiuzhen Javelineers are a vital component of Shi Xie's forces, expertly wielding javelins to devastating effect against cavalry and elephant units. Trained in the challenging landscapes of southern China, they navigate the terrain with ease, unfazed by the environmental penalties that hinder other forces. Their proficiency with the javelin makes them indispensable on the battlefield, where their ability to quickly adapt and utilize the terrain to their advantage allows them to ambush and decimate enemy mounted units with precision throws.",1,九真擲鋋兵是士燮軍隊中至關重要的一部分，他們精通投槍，可以摧毀騎兵和象兵單位。在中國南方複雜的地形中接受訓練，他們輕鬆地穿梭於各種地形之間，不受環境的影響，這是其他單位所無法企及的。他們對投槍的熟練運用使得他們在戰場上不可或缺，能夠迅速適應並利用地形的優勢，用精準的投擲來伏擊並消滅敵方的騎兵單位。,,hv_TEXT_unit_long_desc.loc.tsv
"The Jiuzhen Raiders serve as Shi Xie's agile and disruptive force, equipped with thick sabers for close combat and flame bombs for area denial. Their unique arsenal allows them to engage in direct skirmishes and guerrilla tactics, setting fires to disorient and weaken enemy formations before closing in for the kill. Like their Javelineer counterparts, the Raiders are trained to operate effectively across the diverse terrains of southern China, their movements unimpeded by the natural obstacles that typically slow invaders, making them a formidable presence against any who threaten Shi Xie's domain.",1,九真劫匪是士燮的精銳部隊，他們以敏捷和破壞力而聞名。在近戰中使用厚重的軍刀，並用火焰彈來妨礙敵軍移動。他們獨特的武器使他們可以進行小規模戰鬥和游擊戰，在進攻前放火來擾亂敵人陣型。和九真投槍手相同，劫匪們訓練有素，能夠在中國南方各種多樣的地形中行動自如，而入侵者則會被自然環境所阻礙。任何敢於威脅士燮領地的敵人都不可小覷這些人。,,hv_TEXT_unit_long_desc.loc.tsv
The Kidnapped Girl,3,文姬歸漢,,hv_TEXT_events.loc.tsv
The Lady Trieu will appear according to the flow of history.,1,,,[04]__MTU_events__Common.loc.tsv
The Lady of Jingzhou,4,荊州夫人,,hv_TEXT_ceo_career.loc.tsv
The Land's Chosen,1,,,hv_TEXT_unit_text_replacements.loc.tsv
The Last Gift,1,最後的禮物,,[dummy]__MTU_dummy.loc.tsv
The Last Kin of the Dong Zhuo,3,董卓遺孤,,hv_TEXT_events.loc.tsv
The Legacy of Lu Bu,1,呂布殘黨,,hv_TEXT_effects_events.loc.tsv
The Legacy of Yuan Shu,1,袁術殘黨,,hv_TEXT_effects_events.loc.tsv
"The Loyal, Lady Mi",1,,,[04]__MTU_events___Concubine.loc.tsv
"The Melodic Maiden, Xiao Qiao",1,,,[04]__MTU_events___Concubine.loc.tsv
"The Natural Beauty, Lady Du",1,,,[04]__MTU_events___Concubine.loc.tsv
The New Coin Causes Confusion!,3,新幣引起了混亂！,,hv_TEXT_events.loc.tsv
The Northern Army,19,,,hv_TEXT_events.loc.tsv
The Qiang are on horseback before they can walk; their horsemanship is second nature.,3,,,[03]__MTU_skills__Passive_buff.loc.tsv
"The Queen of Black Mountain, once reigning atop the infamous mountains, has joined our cause and bent the knee to you! The elusive Zheng Lan rose quickly through the bandit ranks - a foot soldier one day and the ruler seemingly on the next. The most successful of hit-and-runs, but who would expect any less from this elusive and relentless Robber Queen? The real mystery is whether her apparent loyalty can be trusted and what, if any, steps you could take to truly earn it ...",1,,,[04]__MTU_events___Concubine.loc.tsv
The Return of the Trieu Dynasty,1,,,[04]__MTU_events__Common.loc.tsv
"The Rising Sun, Sun Ren",1,,,[04]__MTU_events___Concubine.loc.tsv
The Rule of Might,1,,,hv_TEXT_events_rules.loc.tsv
The Rule of Virtue,1,,,hv_TEXT_events_rules.loc.tsv
"The Southlands have long been the home of the Shanyue tribes, and it is their ardent hope that it always will be. This is the truth by which they live, and one they must fight to protect as warlords begin to encroach. \\n\\n The Shanyue know the hills of the South better than any, and amidst the striking scenery, their fortresses rise: places to live and grow, away from both the extremities of the elements and the eyes of the enemy.",1,,,hv_TEXT_building.loc.tsv
"The Sweet Song, Da Qiao",1,,,[04]__MTU_events___Concubine.loc.tsv
"The Sword Guards of the Eight Talents are the embodiment of elite swordsmanship, sworn to defend Liu Bao and the honor of Jing province. Handpicked for their exceptional skills and unwavering loyalty, these soldiers wield their swords with a precision and grace that belie their lethal efficiency. In the heat of battle, they are unflappable, their blades cutting through enemy ranks with ease, safeguarding their homeland and its ideals with every stroke.",1,八才劍衛是卓越劍術的典範，誓死捍衛劉表和荊州的榮譽。這些劍衛因其出色的技能和堅定的忠誠而被挑選，以精準和優雅并且致命的技巧來舞劍。在激戰中，他們泰然自若，劍刃輕鬆穿越敵軍陣線，每一擊都在捍衛家園和守護信念。,,hv_TEXT_unit_long_desc.loc.tsv
"The Tragic Writer, Cai Yan",1,,,[04]__MTU_events___Concubine.loc.tsv
The Two Qiaos,2,,,[04]__MTU_events__Common.loc.tsv
The Wandering Survivors,2,寄人籬下,,hv_TEXT_events.loc.tsv
The Weight on the Shoulders,3,,砥柱,hv_TEXT_skills_skill_ability_name_desc.loc.tsv
The White Tiger,1,,,hv_TEXT_cb_loadout.loc.tsv
"The Xiliang Army is yours to command! Each colonel is loyal to whom they have been assigned, vowing never to leave their side!",1,西涼軍爲您效命！每一位校尉都忠於自己所屬之人，誓死不離其側！,,hv_TEXT_effects_ceo.loc.tsv
The Xiliang army is experienced.,2,,西涼軍經驗豐富。,hv_TEXT_unit_abilities.loc.tsv
The Yan frontier offers no shortage of good horses. The constant warfare provides these steeds with expert riders.,1,燕疆不乏良馬。連綿的戰事為這些戰馬提供了老練的騎手。,,hv_TEXT_unit_desc.loc.tsv
The Yellow Turban Rises Again,1,黃巾再起,,hv_TEXT_events.loc.tsv
The Yellow Turban is ready to color the world once again.,2,黃巾之勢必將再次席捲天下。,,hv_TEXT_pooled_resource.loc.tsv
"The Yellow Turban rebellion and the rapidly collapsing Han dynasty has left many people without homes or livelihoods. The most desperate or least scrupulous of these turn to banditry. These men flock to the bandit of the king of Black Mountain, hoping to remake their fortunes through plunder and bloody battle. Despite their hopes, their poor equipment usually has them end up as fodder, while others reap the rewards for their sacrifices.",1,黃巾起義和迅速瓦解的漢朝，使許多人失去了家園和生計。這些人中最絕望或最不謹慎的人都變成了強盜。這些人加入黑山王的土匪，希望通過燒殺掠奪來重獲財富。儘管他們抱有希望，但他們糟糕的裝備通常讓他們只能做擋箭牌，而其他人則會因他們的犧牲而收穫回報。,,hv_TEXT_unit_long_desc.loc.tsv
"The Yellow Turban rebellion and the rapidly collapsing Han dynasty has left many people without homes or livelihoods. The most desperate or least scrupulous of these turn to banditry. These men flock to the self-proclaimed bandit queen, hoping to remake their fortunes through plunder and bloody battle. Despite their hopes, their poor equipment usually has them end up as fodder, while others reap the rewards for their sacrifices.",1,黃巾起義和迅速瓦解的漢朝，使許多人失去了家園和生計。這些人中最絕望或最不謹慎的人都變成了強盜。這些人加入盜賊女王麾下，希望通過燒殺掠奪來重獲財富。儘管他們抱有希望，但他們糟糕的裝備通常讓他們只能做擋箭牌，而其他人則會因他們的犧牲而收穫回報。,,hv_TEXT_unit_long_desc.loc.tsv
"The Yellow Turban rebellion challenges the corruption that poisons China and has made many question old loyalties. \\n\\n These noblemen have renounced their former warlords to seek justice and redemption. Their previous life of privilege has trained and equipped them well, and they ride into battle clad in ornate armour and helmets upon impressive mounts of the finest stock. \\n\\n With sharp spears, the impact of their charge is merely a way to break the enemy’s lines for deadly close combat.",1,黃巾軍起義，劍指危害天下的腐敗，並讓許多人對心中舊有的忠誠觀念產生疑問。 \\n\\n 這些名門賢士拋棄了原先效忠的諸侯，轉而尋求公義，彌補自己的罪過。他們因先前的優渥生活而受過紮實的訓練，並擁有精良的裝備。賢士穿戴華美的護甲與頭盔，騎著威風凜凜的良駒駿馬踏上戰場。 \\n\\n 他們手持鋒利的長槍向前衝鋒，只為突破陣線，與敵軍來場你死我活的近戰廝殺。,,hv_TEXT_unit_desc.loc.tsv
The Yellow Warlord,3,黃巾軍將領,,hv_TEXT_cb_loadout.loc.tsv
"The Yuan clan's fame brings many benefits, one of which the number of men willing to lay down their lives in their service. \\n\\n Wielding the noble Jian blade, and protected by stout shields and good armour, these swordsmen will defend their masters with zeal. They form the frontline of the Yuan battleline, chopping and slashing at their foe until either they or themselves are slain.",1,袁氏的聲望帶來了許多好處，其中之一是有很多人願意為他們效命。揮舞著高貴的劍刃，手持堅固的盾牌，身著優質的盔甲，這些劍士將滿懷熱情地保衛他們的主公。他們組成袁軍戰線的前沿，一直砍殺到敵人或者他們自己倒下。,,hv_TEXT_unit_long_desc.loc.tsv
The Zhao Yu will appear in a country in the south.,1,,,[04]__MTU_events__Common.loc.tsv
"The Zhu sisters have pledged to live, fight, and die together.",2,,臭味相投，不求同生，只求共死。,[03]__MTU_skills__Passive_buff.loc.tsv
The [[b]]court[[/b]] consists of characters in special government posts that have important effects on your faction.,1,,,hv_TEXT_frontend_features.loc.tsv
The arrival of Buddhism,1,佛教傳入,,hv_TEXT_events.loc.tsv
The attacks fall with such consistency that they are as a rain of strikes falling upon the foe.,2,,猶如驟雨般的連綿攻勢，一次次地衝擊對手。,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
"The bandit queen's forces are bolstered by the presence of these so-called ""phantoms"". Hailing from Taishan, these warriors have already gathered an ominous reputation for the poison bombs they carry with them. If the wind is right, these bombs will cause entire regiments to choke without even comitting to battle. They are furthermore armed with a light sword and cloth armor, so they should not be relied on to hold the line in melee.",1,盜賊女王的勢力因這些所謂的“魅影”而壯大。這些來自泰山的戰士以携帶的毒氣彈惡名遠傳。如果風向合適，毒氣可使整個軍團在交兵之前窒息。他們裝備輕劍和布甲，因此不應依賴他們在近戰中能守住陣線。,,hv_TEXT_unit_long_desc.loc.tsv
"The bandits of Taishan discovered how to create thick, rolling smoke by burning certain plants. It's also toxic.",1,,泰山匪徒發現某些植物燃燒時所冒的煙霧對人體有害。,hv_TEXT_unit_abilities.loc.tsv
The bandits’ covert movements and attacks are as swift as they are deadly.,2,,,[03]__MTU_skills__Passive_buff.loc.tsv
The banquet proceeds...,1,宴會繼續進行……,,ifo_text_TWEAK.loc.tsv
The battlefield is your stage.,1,戰場即是你的舞臺。,,hv_TEXT_etc.loc.tsv
"The beauty and qualities of Yuan Anyang, a princess of the Kingdom of Zhong, are known throughout the land.",1,,,[01]__MTU_generals__Water_strategist.loc.tsv
"The beauty of bridge and bridge is widely known in Gangdong. \\n For them, there is even a line of soldiers who want to protect their country at the risk of their lives.",2,,,[03]__MTU_skills___Court.loc.tsv
"The captain of the centre, inspector of the professional Northern Army, has pledged his allegiance to Dong Zhuo. He now has a formidable force at his disposal.",1,掌管北軍世兵的領軍校尉現已效忠于董卓。這是支不可小觑的部隊。,,hv_TEXT_events.loc.tsv
"The captain of the centre, inspector of the professional Northern Army, has pledged his allegiance to Gongsun Zan. He now has a formidable force at his disposal.",1,掌管北軍世兵的領軍校尉現已效忠于公孫瓚。這是支不可小觑的部隊。,,hv_TEXT_events.loc.tsv
"The captain of the centre, inspector of the professional Northern Army, has pledged his allegiance to Yuan Shu. He now has a formidable force at his disposal.",1,掌管北軍世兵的領軍校尉現已效忠于袁術。這是支不可小觑的部隊。,,hv_TEXT_events.loc.tsv
The chaos caused by Li Jue and Guo Si is devastating the whole country.,1,李傕與郭汜把持朝政，天下大亂。,,[dummy]__MTU_dummy.loc.tsv
"The cragged edges of the southern mountains fashion peasants into warriors, flint-eyed and sharp.",1,,,hv_TEXT_unit_desc.loc.tsv
"The crossbow is a very effective weapon for a surprise attack. The shooter just have to load a bolt, lower their body, and wait for the prey to come. \\n\\n This unit is adept at the tactics of smashing careless enemies with ambush shots.",1,弩是一種非常有效的伏擊武器。射手只需裝上弩箭，低下身子，等待獵物到來。\\n\\n這支部隊擅長伏擊，可以瓦解那些不留心的敵人。,,hv_TEXT_unit_long_desc.loc.tsv
The crushing blow is delivered by Zhang Xun’s own hand.,2,,,[03]__MTU_skills___Splash_attack.loc.tsv
"The desperate and the disenfranchised gather at the base of Black Mountain, ready to expand their fortunes or die trying.",1,,,hv_TEXT_unit_desc.loc.tsv
The emperor has been disappointed with your actions. He may choose to punish you.,3,,,hv_TEXT_effects_pooled_resource.loc.tsv
The emperor is indifferent towards you.,4,,,hv_TEXT_effects_pooled_resource.loc.tsv
The emperor is proud of your achievements. He may choose to reward you.,3,,,hv_TEXT_effects_pooled_resource.loc.tsv
The emperor thinks highly of you. His majesty has decided to gift you a small fortune in honour of your contributions to the state.,1,天子對你甚有好感，决定給你一些賞賜，來表彰你對朝廷的貢獻。,,ifo_text_TWEAK.loc.tsv
The enemy is located; the earth reveals them.,1,,,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
The enemy knows the next shot will not miss.,2,,敵人深知下一箭必不失準。,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
