Text,Mapped,Count,Override (manual),Override (pattern),C1,Unit type,Unit name,Unit key,Old,File,Duplicated
Economic and social upheaval casued by the minting of a new coin.,鑄造新幣引起了經濟和社會的動蕩。,3,鑄造新幣引起了經濟和社會的動蕩。,,,,,,,hv_TEXT_effects_technology.loc,FALSE
Ecstasy,,5,,,,,,,狂熱,hv_TEXT_unit_abilities.loc,FALSE
Elemental Vigour,,1,,,,,,,五行之力,hv_TEXT_skills_skill_skill_name_desc.loc,FALSE
Elephants (Buqu),象兵（部曲）,3,,象兵（部曲）,部曲,象兵,,Elephants,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_unit_ui_group_t2.loc,FALSE
Elephants (Elite),象兵（精銳）,3,,象兵（精銳）,精銳,象兵,,Elephants,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_unit_ui_group_t3.loc,FALSE
Elephants (Militia),象兵（義勇）,3,,象兵（義勇）,義勇,象兵,,Elephants,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_unit_ui_group_t1.loc,FALSE
Elephants (Royal Guard),象兵（禁衛）,0,,象兵（禁衛）,禁衛,象兵,,Elephants,,,FALSE
Elite cavalry guards who have turned their weapons against their former masters to serve the Yellow Turbans.,,1,,,,,,,精銳騎兵護衛，將兵器指向昔日主君，改為黃巾軍效力。,hv_TEXT_unit_desc.loc,FALSE
Elite Crossbowmen,精銳弩兵,1,,精銳弩兵,精銳,,弩兵,Crossbowmen,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_unit_text_replacements.loc,FALSE
Elite Heavy Bow Archers,精銳重型弓兵,1,,精銳重型弓兵,精銳,,重型弓兵,Heavy Bow Archers,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_unit_text_replacements.loc,FALSE
Elite Ji Infantry,精銳戟兵,1,,精銳戟兵,精銳,持戟步兵,戟兵,Ji Infantry,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_unit_text_replacements.loc,FALSE
Elite Lancer Cataphracts,精銳長槍鐵甲騎兵,1,,精銳長槍鐵甲騎兵,精銳,,長槍鐵甲騎兵,Lancer Cataphracts,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_unit_text_replacements.loc,FALSE
Elite Lancer Cavalry,精銳槍騎,1,,精銳槍騎,精銳,,槍騎,Lancer Cavalry,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_unit_text_replacements.loc,FALSE
Elite Long Axemen,精銳長斧兵,1,,精銳長斧兵,精銳,,長斧兵,Long Axemen,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_unit_text_replacements.loc,FALSE
Elite Long Spearmen,精銳長槍兵,1,,精銳長槍兵,精銳,,長槍兵,Long Spearmen,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_unit_text_replacements.loc,FALSE
Elite Repeating Crossbowmen,精銳連弩兵,1,,精銳連弩兵,精銳,,連弩兵,Repeating Crossbowmen,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_unit_text_replacements.loc,FALSE
Elite Spearmen,精銳長槍兵,1,,精銳長槍兵,精銳,,長槍兵,Spearmen,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_unit_text_replacements.loc,FALSE
Elite Sword Cavalry,精銳劍騎兵,1,,精銳劍騎兵,精銳,持劍騎兵,劍騎兵,Sword Cavalry,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_unit_text_replacements.loc,FALSE
Elite Swordsmen,精銳劍兵,1,,精銳劍兵,精銳,,劍兵,Swordsmen,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_unit_text_replacements.loc,FALSE
Elite Zhanmajian Infantry,精銳斬馬劍兵,1,,精銳斬馬劍兵,精銳,,斬馬劍兵,Zhanmajian Infantry,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_unit_text_replacements.loc,FALSE
Emperor of Wu,,1,,,,,,,吳帝,hv_TEXT_cb_loadout.loc,FALSE
Emperor of Zhong,,1,,,,,,,仲帝,hv_TEXT_cb_loadout.loc,FALSE
Enables: Duelling,可使用：單挑,2,可使用：單挑,,,,,,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_skills_skill_ability_etc.loc,FALSE
Enables: Explosive Shot (Trebuchet),可使用：爆裂彈（投石機）,1,可使用：爆裂彈（投石機）,,,,,,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_effects_skills.loc,FALSE
Enables: Flaming Shot (Trebuchet & Multiple Bolt Crossbow),可使用：燃燒彈（投石機與車弩）,0,可使用：燃燒彈（投石機與車弩）,,,,,,,,FALSE
Enables: Flaming Shot (Trebuchet),可使用：燃燒彈（投石機）,1,可使用：燃燒彈（投石機）,,,,,,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_effects_skills.loc,FALSE
"Enabling the people to nourish their living and mourn their dead, without any feeling against any, is the first step of the rule of virtue.",,1,,,,,,,使人民能夠安居樂業與死得其所，無所紛爭，是為王道政治的第一步。,hv_TEXT_events_rules.loc,FALSE
Encounter white tigers,遭遇虎襲,1,遭遇虎襲,,,,,,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_events.loc,FALSE
Energy of Black Mountain,黑山之能,3,黑山之能,,,,,,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_unit_abilities.loc,FALSE
Enforcer Troop Archers,捕掾隊弓兵,1,,捕掾隊弓兵,捕掾隊,,弓兵,Archers,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_unit_text_replacements.loc,FALSE
Enforcer Troop Rangers,捕掾隊游擊兵,1,,捕掾隊游擊兵,捕掾隊,,游擊兵,Rangers,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_unit_text_replacements.loc,FALSE
Enforcer Troop Tally,捕掾隊虎符,1,捕掾隊虎符,,,,,,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_effects_ceo.loc,FALSE
Enlightenment,,5,,,,,,,得道,hv_TEXT_unit_abilities.loc,FALSE
Escaped death.,,1,,,,,,,逃離死劫。,hv_TEXT_unit_abilities_hit_effects.loc,FALSE
"Even as the Han crumbles, embers of its glory remain. These warriors serve the prince of Chenliu, Liu Chong. Clad in gold-lacquered armor, they form a resplendiscent sight on the battlefield, reminding all that the fortunes of the Han have not yet faded while these men stand firm. \\n\\n Gifted with fine armor from their prince, these soldiers expertly wield their halberds in defence of the Han. Advancing on their foe as a disciplined unit, they are a living reminder to the greatness of the Han.",,1,,,,,,,,,FALSE
"Even as the Han crumbles, embers of its glory remain. These warriors serve the prince of Chenliu, Liu Chong. Clad in gold-lacquered armor, they form a resplendiscent sight on the battlefield, reminding all that the fortunes of the Han have not yet faded while these men stand firm.\\n\\n These particular soldiers are armed with crossbows, allowing them to barrage the enemies of the Han relentlessly with volley after volley of armour-piercing bolts. Should the enemy cavalry think to charge, they are in for an unpleasant surprise: these warriors also wield spears and shields and will not hesitate to strike down any horseman who comes too close!",,1,,,,,,,,,FALSE
"Even as the Han crumbles, embers of its glory remain. These warriors serve the prince of Chenliu, Liu Chong. Clad in gold-lacquered armor, they form a resplendiscent sight on the battlefield, reminding all that the fortunes of the Han have not yet faded while these men stand firm. \\n\\n These royal guards are a beacon of hope to their allies. Gifted with fine steeds to ride, and clad in the heaviest armour availible from the princely armouries, each man has been trained in a myriad of weapons, from crossbow to the noble Jian sword and shield and is a veteran of many battles.",,1,,,,,,,,,FALSE
"Even in the elite Xiliang army, having a big sword can only bring advantages to a commander.",就算在精銳的西涼軍裏，一把大刀對於將領來説也頗有好處。,1,就算在精銳的西涼軍裏，一把大刀對於將領來説也頗有好處。,,,,,,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_unit_desc.loc,FALSE
Every person has their own path.,各行其道,133,各行其道,,,,,,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_skills_additional.loc,FALSE
"Every spring, characters gain additional experience.",每年春季，角色會獲得額外經驗。,1,每年春季，角色會獲得額外經驗。,,,,,,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_effects_building.loc,FALSE
Eviscerate,剔骨,3,剔骨,,,,,,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_skills_skill_ability_name_desc.loc,FALSE
Exemplar,,4,,,,,,,為人典範,hv_TEXT_skills_skill_skill_name_desc.loc,FALSE
Exemplars of the Tao,,1,,,,,,of the Tao,求道模範,hv_TEXT_unit_text_replacements.loc,FALSE
Expertise,專精,2,專精,,,,,,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],z_dummy_hv_TEXT_non_deployable.loc,FALSE
Faith makes a miracle.,信念可帶來奇跡。,1,信念可帶來奇跡。,,,,,,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_unit_abilities.loc,FALSE
Faith of the Messengers,使者信念,3,使者信念,,,,,,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_unit_abilities.loc,FALSE
Fan the flames of war with inextinguishable anger.,以不滅的怒氣煽動戰火。,3,以不滅的怒氣煽動戰火。,,,,,,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_skills_skill_ability_name_desc.loc,FALSE
Fanatics,狂信徒,1,狂信徒,,,,,,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_unit_text_replacements.loc,FALSE
Favored Son,寵兒,1,寵兒,,,,,,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_ceo_career.loc,FALSE
Favourable Skies,,4,,,,,,,有利天候,hv_TEXT_skills_skill_ability_name_desc.loc,FALSE
Fear of Gunpowder,懼怕火器,3,懼怕火器,,,,,,恐怖火器,hv_TEXT_unit_abilities_hit_effects.loc,FALSE
Fearless Charge,無畏衝鋒,3,無畏衝鋒,,,,,,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_unit_abilities.loc,FALSE
Fearsome Cavalry,駭人鐵騎,1,駭人鐵騎,,,,,,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_events.loc,FALSE
Ferghana horses are bred to equip cavalry forces.,養育大宛馬來裝備騎兵部隊。,2,養育大宛馬來裝備騎兵部隊。,,,,,,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_pooled_resource.loc,FALSE
Ferocity,凶猛殘暴,3,凶猛殘暴,,,,,,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_unit_abilities.loc,FALSE
Few can escape this warrior's pursuit.,很少有人能逃過這位勇士的追殺。,2,很少有人能逃過這位勇士的追殺。,,,,,,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_skills_skill_ability__historical.loc,FALSE
Fighting revitalises them.,戰鬥使他們重煥活力。,1,戰鬥使他們重煥活力。,,,,,,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_unit_abilities.loc,FALSE
Fire Bomb,,3,,,,,,,火油彈,hv_TEXT_skills_skill_skill_name_desc.loc,FALSE
Fire Control,火控,10,火控,,,,,,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_skills_skill_ability__historical.loc,FALSE
Fire explosive bolts to demoralise hostile units.,扔擲爆裂彈來打擊敵軍士氣。,1,扔擲爆裂彈來打擊敵軍士氣。,,,,,,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_skills_skill_skill_name_desc.loc,FALSE
Fire Fiends,火煞兵,1,火煞兵,,,,,,,hv_TEXT_unit_text_replacements.loc,FALSE
Fire Resistance: %d%%||Damage of flaming attacks is reduced by this amount.,,1,,,,,,,火焰抵抗力：%d%%||降低火焰造成的傷害數值。,hv_TEXT_etc.loc,FALSE
Fire whilst moving,,1,,,,,,,可移動時進行射擊,hv_TEXT_unit_ui_bullet.loc,FALSE
First Characteristic,特性一,203,特性一,,,,,,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_skills_additional.loc,FALSE
Fists of the Bandit Queen,,1,,,,,,of the Bandit Queen,盜賊女王拳勇團,hv_TEXT_unit_text_replacements.loc,#REF!
Flame Breathing,吐火,3,吐火,,,,,,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_skills_skill_ability_name_desc.loc,FALSE
Flames of the Phoenix,,7,,,,,,,鳳凰之火,hv_TEXT_skills_skill_ability__historical.loc,FALSE
Flammable rosin sticks to clothing and armour.,,1,,,,,,,特殊的松香黏著於敵人的鎧甲上。,hv_TEXT_unit_abilities_hit_effects.loc,FALSE
"Flank, Charge, Chase",側擊，衝擊，追擊,88,側擊，衝擊，追擊,,,,,,"Best used to counter missile units, but vulnerable in melee.",hv_TEXT_unit_ui_group_VM.loc,FALSE
Fleet-footed,,12,,,,,,,腳步迅捷,hv_TEXT_skills_skill_ability__historical.loc,FALSE
Flexibility,,1,,,,,,,無往不適,hv_TEXT_skills_basic.loc,FALSE
Flower of the Battlefield,,8,,,,,,,戰場之花,hv_TEXT_skills_skill_ability_name_desc.loc,FALSE
"Following your recent success, the captain of the Northern Army has come to pledge his devotion to you. He brings with him the might of the professional soldiers he commands.",鑒於您近期勢如破竹，北軍中候已宣誓效忠於您。他所指揮的精良軍隊也隨同前來，加入您麾下。,16,鑒於您近期勢如破竹，北軍中候已宣誓效忠於您。他所指揮的精良軍隊也隨同前來，加入您麾下。,,,,,,,,FALSE
"For farmers, they are higher than the emperor.",對佃戶來説，他們的地位比皇帝還高。,1,對佃戶來説，他們的地位比皇帝還高。,,,,,,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],z_dummy_hv_TEXT_non_deployable.loc,FALSE
Foresight,,4,,,,,,,縱觀全局,hv_TEXT_skills_skill_ability_name_desc.loc,FALSE
Forest Strider,森林適性,3,森林適性,,,,,,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_skills_skill_ability_name_desc.loc,FALSE
Form an air-tight defence.,,2,,,,,,,組成無隙可乘的防禦陣行。,hv_TEXT_skills_skill_ability_name_desc.loc,FALSE
Fortitude / Trophy Cabinet,堅韌度 / 戰利品櫃,1,堅韌度 / 戰利品櫃,,,,,,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_frontend_features.loc,FALSE
Fortunately you have returned from the banquet without troubles.,,0,,,,,,,,,FALSE
"Fortunately, nothing of note happened during the banquet.",幸運的是，宴會中沒發生什麼大事。 ,1,幸運的是，宴會中沒發生什麼大事。 ,,,,,,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],text/_ifo/ifo_text_TWEAK.loc,FALSE
Fortune is with them.,正是鴻運當頭之時。,1,正是鴻運當頭之時。,,,,,,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_unit_abilities.loc,FALSE
Frenzy,,3,,,,,,,狂暴,hv_TEXT_unit_abilities.loc,FALSE
From the Ashes,,1,,,,,,,死灰復燃,hv_TEXT_skills_skill_skill_name_desc.loc,FALSE
Frontier Assault Cavalry,北疆突擊騎兵,1,,北疆突擊騎兵,北疆,,突擊騎兵,Assault Cavalry,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_unit_text_replacements.loc,FALSE
Frontier Lancer Cavalry,北疆槍騎,1,,北疆槍騎,北疆,,槍騎,Lancer Cavalry,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_unit_text_replacements.loc,FALSE
Frontline Observation,,7,,,,,,,前線查探,hv_TEXT_skills_skill_ability_name_desc.loc,FALSE
Gain military benefits at the expense of the relations with other factions.,獲得軍事增益，但也會惡化與其他勢力的關係。,1,獲得軍事增益，但也會惡化與其他勢力的關係。,,,,,,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_frontend_features.loc,FALSE
Gallants of the People,,1,,,,,,of the People,護民勇士,hv_TEXT_unit_text_replacements.loc,FALSE
Gan Ning,,1,,,,,,,甘寧,hv_TEXT_cb_loadout.loc,FALSE
"Gan Ning moves ever faster, as fire spreads through the forest.",,1,,,,,,,甘寧有如燎原野火，動作越發迅捷。,hv_TEXT_skills_skill_skill_name_desc.loc,FALSE
Gao Gan's Armour,高幹的護甲,1,高幹的護甲,,,,,,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_ceo_career.loc,FALSE
Gao Shun,,1,,,,,,,高順,hv_TEXT_cb_loadout.loc,FALSE
Garrison Reinforcement,駐軍補員,1,駐軍補員,,,,,,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_skills_additional.loc,FALSE
